cluster	profile_idx	profile_uid	paper_key	cell_type	normalized_cell_type	marker_names	marker_ids
11	169	biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3|T-CELL	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T-CELL	T CELL	CD3D;CD3E;CD3G	ENSG00000167286;ENSG00000198851;ENSG00000289746
11	468	biorxiv|8e460cfc-7020-1014-9694-e5bf39316223|T CELL	biorxiv:8e460cfc-7020-1014-9694-e5bf39316223	T CELL	T CELL	CD3D;CD3E;CD3G	ENSG00000167286;ENSG00000198851;ENSG00000289746
11	689	biorxiv|c245f005-7ab6-1014-adbd-b49bd8bfffbc|T CELL	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	T CELL	T CELL	CD3D;CD3E;TRAC	ENSG00000167286;ENSG00000198851;ENSG00000277734
11	1252	hca|0068_10.1093_ibd_izac201_351dddd961|T CELL	hca:0068_10.1093_ibd_izac201_351dddd961	T CELL	T CELL	NKG7;BTG1;CD3D	ENSG00000105374;ENSG00000133639;ENSG00000167286
11	1281	hca|0076_10.1016_j.cell.2021.01.053_e0734afb82|CD4 AND CD8 T CELLS	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	CD4 AND CD8 T CELLS	CD 4 AND CD 8 T CELLS	CD40LG;CD8A;CD3D;CD8B;CD3E;CD3G	ENSG00000102245;ENSG00000153563;ENSG00000167286;ENSG00000172116;ENSG00000198851;ENSG00000289746
11	1534	hca|0109_10.7554_elife.91792.1_056dda27be|T CELLS	hca:0109_10.7554_elife.91792.1_056dda27be	T CELLS	T CELLS	CD3D;CD247;CD3E;TRAC;CD3G	ENSG00000167286;ENSG00000198821;ENSG00000198851;ENSG00000277734;ENSG00000289746
11	1761	hca|0164_10.1177_00220345221147908_13bf485ac8|T CELL	hca:0164_10.1177_00220345221147908_13bf485ac8	T CELL	T CELL	CD3D;CD3E;CD3G	ENSG00000167286;ENSG00000198851;ENSG00000289746
11	2248	hca|0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2|T CELLS	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	T CELLS	T CELLS	CD2;CD3D;CD3E;CD3G	ENSG00000116824;ENSG00000167286;ENSG00000198851;ENSG00000289746
11	2259	hca|0293_10.1172_jci.insight.150861_5764a5bfad|T CELL	hca:0293_10.1172_jci.insight.150861_5764a5bfad	T CELL	T CELL	GZMK;CD3D;CD3E	ENSG00000113088;ENSG00000167286;ENSG00000198851
11	2435	hca|0343_10.1038_s41597-019-0351-8_0cf4fb36a1|T CELL	hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1	T CELL	T CELL	CD3D;IL7R;CD3E	ENSG00000167286;ENSG00000168685;ENSG00000198851
11	2853	hca|0410_10.3389_fcell.2021.820274_b0973e038f|T CELL	hca:0410_10.3389_fcell.2021.820274_b0973e038f	T CELL	T CELL	NKG7;CD3D;TRAC	ENSG00000105374;ENSG00000167286;ENSG00000277734
11	2884	hca|0418_10.1038_s42003-020-0922-4_8904851286|T CELL	hca:0418_10.1038_s42003-020-0922-4_8904851286	T CELL	T CELL	CD3D;LCK;CD3E;CD3G	ENSG00000167286;ENSG00000182866;ENSG00000198851;ENSG00000289746
11	3204	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|T CELL	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	T CELL	T CELL	CD3D;CD3E;CD3G	ENSG00000167286;ENSG00000198851;ENSG00000289746
12	630	biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6|OLIGODENDROCYTE	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	OLIGODENDROCYTE	OLIGODENDROCYTE	PLP1;MOG;MOBP;MBP;CR1	ENSG00000123560;ENSG00000137345;ENSG00000168314;ENSG00000197971;ENSG00000203710
12	1071	hca|0037_10.1038_s41593-019-0539-4_24ef44df9e|OLIGODENDROCYTES	hca:0037_10.1038_s41593-019-0539-4_24ef44df9e	OLIGODENDROCYTES	OLIGODENDROCYTES	PLP1;MOBP;MBP	ENSG00000123560;ENSG00000168314;ENSG00000197971
12	1851	hca|0195_10.1038_nbt.4038_23df984b1c|MOLI	hca:0195_10.1038_nbt.4038_23df984b1c	MOLI	MOLI	PLP1;MOG;MBP	ENSG00000123560;ENSG00000137345;ENSG00000197971
12	1881	hca|0205_10.1038_s41588-020-0636-z_f39ba80540|ENTERIC GLIAL CELL	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	ENTERIC GLIAL CELL	ENTERIC GLIAL CELL	SOX10;PLP1;S100B	ENSG00000100146;ENSG00000123560;ENSG00000160307
12	1949	hca|0217_10.1186_s40478-023-01568-z_30cfefc163|OLIGODENDROCYTE CLUSTER	hca:0217_10.1186_s40478-023-01568-z_30cfefc163	OLIGODENDROCYTE CLUSTER	OLIGODENDROCYTE CLUSTER	MAG;PLP1;MBP	ENSG00000105695;ENSG00000123560;ENSG00000197971
12	2037	hca|0243_10.1038_s41586-023-05915-x_2f4aafa6a2|GLIAL CELL	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	GLIAL CELL	GLIAL CELL	CDH19;SOX10;PLP1	ENSG00000071991;ENSG00000100146;ENSG00000123560
12	2247	hca|0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2|OLIGODENDROCYTES	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	OLIGODENDROCYTES	OLIGODENDROCYTES	CLDN11;MAG;F3;PLP1;MOG;MBP	ENSG00000013297;ENSG00000105695;ENSG00000117525;ENSG00000123560;ENSG00000137345;ENSG00000197971
12	2343	hca|0307_10.1038_s41419-021-03724-6_32b837a8da|NEURAL CREST-LIKE	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	NEURAL CREST-LIKE	NEURAL CREST LIKE	SOX10;MLANA;S100B	ENSG00000100146;ENSG00000120215;ENSG00000160307
12	2451	hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19|PERI-ISLET SCHWANN CELL	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	PERI-ISLET SCHWANN CELL	PERI ISLET SCHWANN CELL	SOX10;PLP1;S100B	ENSG00000100146;ENSG00000123560;ENSG00000160307
12	2717	hca|0385_10.1038_s41586-022-04521-7_37f1f319e2|OLIGODENDROCYTE	hca:0385_10.1038_s41586-022-04521-7_37f1f319e2	OLIGODENDROCYTE	OLIGODENDROCYTE	PLP1;MOBP;MBP	ENSG00000123560;ENSG00000168314;ENSG00000197971
12	2836	hca|0406_10.1093_brain_awab446_1c9ee67691|OLIGODENDROCYTE	hca:0406_10.1093_brain_awab446_1c9ee67691	OLIGODENDROCYTE	OLIGODENDROCYTE	PLP1;S100B;MOBP	ENSG00000123560;ENSG00000160307;ENSG00000168314
12	2889	hca|0419_10.1038_s41588-021-00806-1_d66603cd99|SCP	hca:0419_10.1038_s41588-021-00806-1_d66603cd99	SCP	SCP	ERBB3;CDH19;SOX10;PLP1	ENSG00000065361;ENSG00000071991;ENSG00000100146;ENSG00000123560
12	3008	hca|0441_10.1038_s41593-020-0621-y_a3edefca60|OLIGODENDROCYTES	hca:0441_10.1038_s41593-020-0621-y_a3edefca60	OLIGODENDROCYTES	OLIGODENDROCYTES	MAG;PLP1;MOG;MOBP;MBP	ENSG00000105695;ENSG00000123560;ENSG00000137345;ENSG00000168314;ENSG00000197971
12	3019	hca|0448_10.1101_2022.02.15.480622_6cb3eae5b8|OLIGODENDROCYTES	hca:0448_10.1101_2022.02.15.480622_6cb3eae5b8	OLIGODENDROCYTES	OLIGODENDROCYTES	PLP1;MOG;MOBP;MBP	ENSG00000123560;ENSG00000137345;ENSG00000168314;ENSG00000197971
12	3192	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|GLIAL CELL	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	GLIAL CELL	GLIAL CELL	ERBB3;CDH19;SOX10;PLP1;MPZ;S100B;FOXD3	ENSG00000065361;ENSG00000071991;ENSG00000100146;ENSG00000123560;ENSG00000158887;ENSG00000160307;ENSG00000187140
13	88	biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616|ISG+ GZMK+ EFFECTOR MEMORY CD8+ T CELL	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	ISG+ GZMK+ EFFECTOR MEMORY CD8+ T CELL	ISG GZMK EFFECTOR MEMORY CD 8 T CELL	GZMK;IFIT3;IFIT2;OASL;IFIT1;ISG15	ENSG00000113088;ENSG00000119917;ENSG00000119922;ENSG00000135114;ENSG00000185745;ENSG00000187608
13	89	biorxiv|1e0a6787-73c3-1014-991b-bc3d9c192616|ISG+ NAIVE CD4+ T CELL	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	ISG+ NAIVE CD4+ T CELL	ISG NAIVE CD 4 T CELL	IFI6;IFI44L;ISG15	ENSG00000126709;ENSG00000137959;ENSG00000187608
13	127	biorxiv|219b21d9-7007-1014-9157-ab439216a355|SMC4	biorxiv:219b21d9-7007-1014-9157-ab439216a355	SMC4	SMC 4	IFIT3;IFI44L;MX1	ENSG00000119917;ENSG00000137959;ENSG00000157601
13	320	biorxiv|611722dd-8008-1014-b70e-fa0b81b0ac37|CD4+ EM	biorxiv:611722dd-8008-1014-b70e-fa0b81b0ac37	CD4+ EM	CD 4 EM	IFI6;IFI44L;IFITM3;IFI27;ISG15	ENSG00000126709;ENSG00000137959;ENSG00000142089;ENSG00000165949;ENSG00000187608
13	498	biorxiv|99e5c433-6bf4-1014-a840-83babdf09f03|BYSTANDER	biorxiv:99e5c433-6bf4-1014-a840-83babdf09f03	BYSTANDER	BYSTANDER	IFIT3;IFI6;IFI44L	ENSG00000119917;ENSG00000126709;ENSG00000137959
13	1578	hca|0123_10.1371_journal.pone.0267704_5a8157f0f3|ISG-HIGH CD4+ T CELL	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	ISG-HIGH CD4+ T CELL	ISG HIGH CD 4 T CELL	IFIT2;RSAD2;MX1;IFIT1;ISG15	ENSG00000119922;ENSG00000134321;ENSG00000157601;ENSG00000185745;ENSG00000187608
13	1719	hca|0157_10.1126_science.abg0928_3795ca9b86|CD4+ T CELL	hca:0157_10.1126_science.abg0928_3795ca9b86	CD4+ T CELL	CD 4 T CELL	OAS1;IRF1;IFI44L;IFIT1;ISG15	ENSG00000089127;ENSG00000125347;ENSG00000137959;ENSG00000185745;ENSG00000187608
13	1811	hca|0184_10.1016_j.cell.2021.07.023_f621bea088|INTERFERON RESPONSIVE CILIATED CELL	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE CILIATED CELL	INTERFERON RESPONSIVE CILIATED CELL	IFIT3;IFI6;IFIT1	ENSG00000119917;ENSG00000126709;ENSG00000185745
13	1838	hca|0191_10.1126_sciimmunol.abh3768_bc0f7a7105|IFN-RESPONSIVE B CELL	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	IFN-RESPONSIVE B CELL	IFN RESPONSIVE B CELL	XAF1;IFI44L;MX1	ENSG00000132530;ENSG00000137959;ENSG00000157601
13	2249	hca|0292_10.1371_journal.pone.0225466_ac5a0b0b14|CLUSTER 5	hca:0292_10.1371_journal.pone.0225466_ac5a0b0b14	CLUSTER 5	CLUSTER 5	IFIT3;IFIT2;ISG20;IFIT1;ISG15	ENSG00000119917;ENSG00000119922;ENSG00000172183;ENSG00000185745;ENSG00000187608
13	2559	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|M_IFNRESPONSE	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	M_IFNRESPONSE	M IFNRESPONSE	IFI44L;IFITM3;IFIT1;ISG15	ENSG00000137959;ENSG00000142089;ENSG00000185745;ENSG00000187608
13	2667	hca|0378_10.1101_2022.06.17.496207_92cb140ff3|CD4 T-IFN	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	CD4 T-IFN	CD 4 T IFN	IFIT3;RSAD2;IFIT1	ENSG00000119917;ENSG00000134321;ENSG00000185745
13	3173	hca|0480_10.1038_s41590-019-0398-x_7e5ee33388|CB3	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	CB3	CB 3	OAS3;IFIT3;IFIT2;RSAD2;IFIT1;ISG15	ENSG00000111331;ENSG00000119917;ENSG00000119922;ENSG00000134321;ENSG00000185745;ENSG00000187608
13	3184	hca|0480_10.1038_s41590-019-0398-x_7e5ee33388|CT6	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	CT6	CT 6	OAS3;IFIT2;RSAD2;MX1;IFIT1;ISG15	ENSG00000111331;ENSG00000119922;ENSG00000134321;ENSG00000157601;ENSG00000185745;ENSG00000187608
14	367	biorxiv|72d8cdf5-6fa5-1014-b805-ea9c7c557043|ALVEOLAR EPITHELIAL CELL	biorxiv:72d8cdf5-6fa5-1014-b805-ea9c7c557043	ALVEOLAR EPITHELIAL CELL	ALVEOLAR EPITHELIAL CELL	HLA-DPA1;HLA-DRB1;HLA-DRB5;HLA-DRA;HLA-DPB1	ENSG00000168384;ENSG00000196126;ENSG00000198502;ENSG00000204287;ENSG00000215048
14	408	biorxiv|7a206a01-6c0e-1014-b046-f87c164ca53d|IMMUNE CELL	biorxiv:7a206a01-6c0e-1014-b046-f87c164ca53d	IMMUNE CELL	IMMUNE CELL	CD4;CD83;HLA-DRA	ENSG00000010610;ENSG00000112149;ENSG00000204287
14	417	biorxiv|7d48f408-80c3-1014-8100-959ab60f80b6|MHC II	biorxiv:7d48f408-80c3-1014-8100-959ab60f80b6	MHC II	MHC II	HLA-DQB1;HLA-DRA;HLA-DPB1	ENSG00000179344;ENSG00000204287;ENSG00000215048
14	1107	hca|0042_10.1126_sciadv.aau4788_744a251f24|APC	hca:0042_10.1126_sciadv.aau4788_744a251f24	APC	APC	CD74;HLA-DPA1;HLA-DRB1;HLA-DRA;HLA-DPB1	ENSG00000019582;ENSG00000168384;ENSG00000196126;ENSG00000204287;ENSG00000215048
14	1133	hca|0045_10.15252_embj.2018100811_a99bb4a451|MICROGLIA	hca:0045_10.15252_embj.2018100811_a99bb4a451	MICROGLIA	MICROGLIA	HLA-DPA1;HLA-DRA;HLA-DPB1	ENSG00000168384;ENSG00000204287;ENSG00000215048
14	1540	hca|0111_10.1038_s41586-020-2157-4_a7b8710c09|C1 ENDOTHELIAL CELL	hca:0111_10.1038_s41586-020-2157-4_a7b8710c09	C1 ENDOTHELIAL CELL	C 1 ENDOTHELIAL CELL	CD74;HLA-DRB1;HLA-DRA	ENSG00000019582;ENSG00000196126;ENSG00000204287
14	1543	hca|0111_10.1038_s41586-020-2157-4_a7b8710c09|ENDOTHELIAL CELL	hca:0111_10.1038_s41586-020-2157-4_a7b8710c09	ENDOTHELIAL CELL	ENDOTHELIAL CELL	HLA-DPA1;HLA-DRA;PECAM1	ENSG00000168384;ENSG00000204287;ENSG00000261371
14	2138	hca|0275_10.1016_j.cell.2020.08.001_8e5789b307|HLA-DRHI CD83HI MONOCYTE	hca:0275_10.1016_j.cell.2020.08.001_8e5789b307	HLA-DRHI CD83HI MONOCYTE	HLA DRHI CD 83 HI MONOCYTE	CD83;HLA-DRB1;HLA-DRA	ENSG00000112149;ENSG00000196126;ENSG00000204287
14	2258	hca|0293_10.1172_jci.insight.150861_5764a5bfad|PE2	hca:0293_10.1172_jci.insight.150861_5764a5bfad	PE2	PE 2	HLA-DPA1;HLA-DRB1;HLA-DRA;HLA-DPB1;CCL3;CCL4	ENSG00000168384;ENSG00000196126;ENSG00000204287;ENSG00000215048;ENSG00000274221;ENSG00000275302
14	2397	hca|0326_10.1016_j.cmet.2016.08.020_b710322bb3|ANTIGEN-PRESENTING MHC CLASS II CELL	hca:0326_10.1016_j.cmet.2016.08.020_b710322bb3	ANTIGEN-PRESENTING MHC CLASS II CELL	ANTIGEN PRESENTING MHC CLASS II CELL	CD74;CD86;HLA-DPA1;HLA-DRA;HLA-DPB1	ENSG00000019582;ENSG00000114013;ENSG00000168384;ENSG00000204287;ENSG00000215048
14	2436	hca|0345_10.3389_fimmu.2021.645666_15198bd9bb|B CELL	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	B CELL	B CELL	CD79B;CD79A;HLA-DPA1;CD19;HLA-DQB1;HLA-DRB1;HLA-DQA1;HLA-DRB5;HLA-DRA;HLA-DPB1	ENSG00000007312;ENSG00000105369;ENSG00000168384;ENSG00000177455;ENSG00000179344;ENSG00000196126;ENSG00000196735;ENSG00000198502;ENSG00000204287;ENSG00000215048
14	2456	hca|0350_10.1038_s41421-020-0157-z_3083f6da26|CD16+ MO	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	CD16+ MO	CD 16 MO	CD74;MS4A7;HLA-DPA1;HLA-DPB1	ENSG00000019582;ENSG00000166927;ENSG00000168384;ENSG00000215048
15	749	biorxiv|d2042444-7138-1014-94ac-a1f590fd3173|CDC1	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	CDC1	CDC 1	BATF3;XCR1;CLEC9A	ENSG00000123685;ENSG00000173578;ENSG00000197992
15	926	biorxiv|f787a6d9-6ce3-1014-a3f6-a662a1333571|CLEC9A+ DCS	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	CLEC9A+ DCS	CLEC 9 A DCS	WDFY4;XCR1;CADM1;CLEC9A	ENSG00000128815;ENSG00000173578;ENSG00000182985;ENSG00000197992
15	935	biorxiv|fa200037-7001-1014-b4a8-b2d1b5dda72e|CDC1	biorxiv:fa200037-7001-1014-b4a8-b2d1b5dda72e	CDC1	CDC 1	TLR3;XCR1;CD141;CADM1;BTLA;CLEC9A	ENSG00000164342;ENSG00000173578;ENSG00000178726;ENSG00000182985;ENSG00000186265;ENSG00000197992
15	939	biorxiv|fc7595eb-733c-1014-9892-ed444a916a2a|CDC1	biorxiv:fc7595eb-733c-1014-9892-ed444a916a2a	CDC1	CDC 1	XCR1;CADM1;CLEC9A	ENSG00000173578;ENSG00000182985;ENSG00000197992
15	1330	hca|0083_10.1126_sciimmunol.adz8650_c0046d094c|CDC1	hca:0083_10.1126_sciimmunol.adz8650_c0046d094c	CDC1	CDC 1	ID2;CADM1;CLEC9A	ENSG00000115738;ENSG00000182985;ENSG00000197992
15	1461	hca|0099_10.1126_sciimmunol.abl9165_5f9974d5f2|DC2	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	DC2	DC 2	CLEC10A;XCR1;CLEC9A	ENSG00000132514;ENSG00000173578;ENSG00000197992
15	1462	hca|0099_10.1126_sciimmunol.abl9165_5f9974d5f2|DC3	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	DC3	DC 3	CLEC10A;XCR1;CLEC9A	ENSG00000132514;ENSG00000173578;ENSG00000197992
15	1519	hca|0109_10.7554_elife.91792.1_056dda27be|CDC1	hca:0109_10.7554_elife.91792.1_056dda27be	CDC1	CDC 1	BATF3;XCR1;CLEC9A	ENSG00000123685;ENSG00000173578;ENSG00000197992
15	1634	hca|0139_10.1038_s41590-020-0602-z_71058e050d|CDC1	hca:0139_10.1038_s41590-020-0602-z_71058e050d	CDC1	CDC 1	BATF3;IDO1;XCR1;CADM1;CLEC9A	ENSG00000123685;ENSG00000131203;ENSG00000173578;ENSG00000182985;ENSG00000197992
15	1829	hca|0190_10.1038_s41467-019-14118-w_eee71dc5ea|MDC1	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	MDC1	MDC 1	BATF3;WDFY4;XCR1	ENSG00000123685;ENSG00000128815;ENSG00000173578
15	3135	hca|0474_10.3389_fimmu.2021.689019_ff96e36403|CDC1	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	CDC1	CDC 1	CPVL;SERPINF2;XCR1;CADM1;CLEC9A	ENSG00000106066;ENSG00000167711;ENSG00000173578;ENSG00000182985;ENSG00000197992
15	3157	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98|CLEC9A+ MDCS	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	CLEC9A+ MDCS	CLEC 9 A MDCS	BATF3;WDFY4;CADM1;CLEC9A;RAB7B	ENSG00000123685;ENSG00000128815;ENSG00000182985;ENSG00000197992;ENSG00000276600
16	12	biorxiv|03092aac-75a4-1014-b9cc-d44d468fbd97|MAST CELL	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	MAST CELL	MAST CELL	KIT;TPSAB1;TPSB2	ENSG00000157404;ENSG00000172236;ENSG00000197253
16	340	biorxiv|6ca25eee-7853-1014-8aed-fc8cff0a87e5|MAST CELL	biorxiv:6ca25eee-7853-1014-8aed-fc8cff0a87e5	MAST CELL	MAST CELL	MS4A2;KIT;TPSB2	ENSG00000149534;ENSG00000157404;ENSG00000197253
16	586	biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd|MAST CELL	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	MAST CELL	MAST CELL	CPA3;MS4A2;TPSAB1	ENSG00000128510;ENSG00000149534;ENSG00000172236
16	787	biorxiv|db8af155-6c8b-1014-b5f3-cedb7b3b1723|MAST CELL	biorxiv:db8af155-6c8b-1014-b5f3-cedb7b3b1723	MAST CELL	MAST CELL	CPA3;TPSAB1;TPSB2	ENSG00000128510;ENSG00000172236;ENSG00000197253
16	1444	hca|0095_10.1101_2021.09.16.460628_23a839e09f|MAST CELL	hca:0095_10.1101_2021.09.16.460628_23a839e09f	MAST CELL	MAST CELL	MS4A2;KIT;TPSB2	ENSG00000149534;ENSG00000157404;ENSG00000197253
16	1470	hca|0099_10.1126_sciimmunol.abl9165_5f9974d5f2|MAST	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	MAST	MAST	AREG;TPSAB1;TPSB2	ENSG00000109321;ENSG00000172236;ENSG00000197253
16	1725	hca|0158_10.2337_db21-0830_d021248f76|MAST CELL	hca:0158_10.2337_db21-0830_d021248f76	MAST CELL	MAST CELL	CPA3;TPSAB1;TPSB2	ENSG00000128510;ENSG00000172236;ENSG00000197253
16	2403	hca|0326_10.1016_j.cmet.2016.08.020_b710322bb3|MAST CELL	hca:0326_10.1016_j.cmet.2016.08.020_b710322bb3	MAST CELL	MAST CELL	TPSD1;TPSAB1;TPSB2	ENSG00000095917;ENSG00000172236;ENSG00000197253
16	2851	hca|0410_10.3389_fcell.2021.820274_b0973e038f|MAST CELL	hca:0410_10.3389_fcell.2021.820274_b0973e038f	MAST CELL	MAST CELL	CPA3;KIT;TPSAB1;TPSB2	ENSG00000128510;ENSG00000157404;ENSG00000172236;ENSG00000197253
16	3099	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|MAST CELL	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	MAST CELL	MAST CELL	CPA3;TPSAB1;TPSB2	ENSG00000128510;ENSG00000172236;ENSG00000197253
16	3261	hca|0493_10.1161_circulationaha.119.045401_814f085618|MAST CELL	hca:0493_10.1161_circulationaha.119.045401_814f085618	MAST CELL	MAST CELL	MS4A2;TPSAB1;TPSB2	ENSG00000149534;ENSG00000172236;ENSG00000197253
17	256	biorxiv|48122146-7aab-1014-a240-edfb3f67c90f|PLURIPOTENT	biorxiv:48122146-7aab-1014-a240-edfb3f67c90f	PLURIPOTENT	PLURIPOTENT	NANOG;SOX2;POU5F1	ENSG00000111704;ENSG00000181449;ENSG00000204531
17	474	biorxiv|9263ba65-6c09-1014-b701-af82efb9455d|CORE PLURIPOTENT POPULATION	biorxiv:9263ba65-6c09-1014-b701-af82efb9455d	CORE PLURIPOTENT POPULATION	CORE PLURIPOTENT POPULATION	NANOG;UTF1;SOX2;POU5F1	ENSG00000111704;ENSG00000171794;ENSG00000181449;ENSG00000204531
17	477	biorxiv|9338c4d5-712d-1014-b47b-dc1970abe2d9|NAÏVE HESC	biorxiv:9338c4d5-712d-1014-b47b-dc1970abe2d9	NAÏVE HESC	NAIVE HESC	TFAP2C;SUSD2;KLF4;KLF17;SOX2;POU5F1	ENSG00000087510;ENSG00000099994;ENSG00000136826;ENSG00000171872;ENSG00000181449;ENSG00000204531
17	478	biorxiv|9338c4d5-712d-1014-b47b-dc1970abe2d9|NAÏVE HPSCS	biorxiv:9338c4d5-712d-1014-b47b-dc1970abe2d9	NAÏVE HPSCS	NAIVE HPSCS	NANOG;KLF4;DNMT3L;KLF17;SOX2;DPPA3;POU5F1	ENSG00000111704;ENSG00000136826;ENSG00000142182;ENSG00000171872;ENSG00000181449;ENSG00000187569;ENSG00000204531
17	480	biorxiv|9338c4d5-712d-1014-b47b-dc1970abe2d9|UXGL HESC	biorxiv:9338c4d5-712d-1014-b47b-dc1970abe2d9	UXGL HESC	UXGL HESC	TFAP2C;KLF5;NANOG;KLF4;DNMT3L;KLF17;SOX2;POU5F1	ENSG00000087510;ENSG00000102554;ENSG00000111704;ENSG00000136826;ENSG00000142182;ENSG00000171872;ENSG00000181449;ENSG00000204531
17	854	biorxiv|e7144333-745a-1014-ab12-e9455a30c9da|EPI	biorxiv:e7144333-745a-1014-ab12-e9455a30c9da	EPI	EPI	NANOG;KLF4;NODAL;KLF17;SOX2;GDF3;POU5F1	ENSG00000111704;ENSG00000136826;ENSG00000156574;ENSG00000171872;ENSG00000181449;ENSG00000184344;ENSG00000204531
17	856	biorxiv|e7144333-745a-1014-ab12-e9455a30c9da|ICM	biorxiv:e7144333-745a-1014-ab12-e9455a30c9da	ICM	ICM	NANOG;KLF4;KLF17;SOX2;POU5F1	ENSG00000111704;ENSG00000136826;ENSG00000171872;ENSG00000181449;ENSG00000204531
17	910	biorxiv|f29672cc-6d87-1014-b915-87fbd4bb053f|IPSC	biorxiv:f29672cc-6d87-1014-b915-87fbd4bb053f	IPSC	IPSC	NANOG;SOX2;POU5F1	ENSG00000111704;ENSG00000181449;ENSG00000204531
17	974	hca|0006_10.3389_fcell.2022.835445_847c20f209|EPIBLAST	hca:0006_10.3389_fcell.2022.835445_847c20f209	EPIBLAST	EPIBLAST	NANOG;PRDM14;SOX2;POU5F1	ENSG00000111704;ENSG00000147596;ENSG00000181449;ENSG00000204531
17	3232	hca|0490_10.1038_nsmb.2660_4e6a41d8b9|EPI	hca:0490_10.1038_nsmb.2660_4e6a41d8b9	EPI	EPI	NANOG;FOXP1;KLF4;SOX2	ENSG00000111704;ENSG00000114861;ENSG00000136826;ENSG00000181449
17	3234	hca|0490_10.1038_nsmb.2660_4e6a41d8b9|ICM	hca:0490_10.1038_nsmb.2660_4e6a41d8b9	ICM	ICM	NANOG;KLF4;SOX2	ENSG00000111704;ENSG00000136826;ENSG00000181449
18	301	biorxiv|5a3c7d4e-70da-1014-80b6-cd48bfa975fe|CD8 T CELLS AND NK CELLS	biorxiv:5a3c7d4e-70da-1014-80b6-cd48bfa975fe	CD8 T CELLS AND NK CELLS	CD 8 T CELLS AND NK CELLS	KLRF1;CD8A;CD3D	ENSG00000150045;ENSG00000153563;ENSG00000167286
18	576	biorxiv|a0900ed8-7609-1014-846c-dd411913591f|T CELL	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	T CELL	T CELL	CD2;CD8A;CD3E	ENSG00000116824;ENSG00000153563;ENSG00000198851
18	588	biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd|T CELL	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	T CELL	T CELL	CD4;CD8A;CD3D	ENSG00000010610;ENSG00000153563;ENSG00000167286
18	602	biorxiv|ab05f819-6c04-1014-81aa-9646e853264a|T CELL	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	T CELL	T CELL	CD4;TBX21;TCF7;CD8A;EOMES;CD3E	ENSG00000010610;ENSG00000073861;ENSG00000081059;ENSG00000153563;ENSG00000163508;ENSG00000198851
