source_corpus	paper_id	paper_key	cell_type	normalized_cell_type	neighborhood	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_paper_profiles	n_same_label_other_paper_markers	marker_fraction_recovered_by_same_label_other_papers	local_private_fraction_recovered_by_same_label_other_papers	n_same_neighborhood_other_paper_profiles	marker_fraction_recovered_by_same_neighborhood_other_papers	local_private_marker_names
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 T CELL	CD 4 T CELL	T cell	4	2	0.5	16	88	0.25	0.5	253	0.25	CCR7; NBEAL1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 TCM CELL	CD 4 TCM CELL	T cell	5	3	0.6	0	0			253	0.0	GNAS; JUND; RPL36A
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD8 T CELL	CD 8 T CELL	T cell	5	5	1.0	14	70	0.0	0.0	253	0.4	ZFP36; TSC22D3; CMC1; MT-ND1; TNFRSF25
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	DUCTAL CELL	DUCTAL CELL		4	3	0.75	4	16	0.0	0.0	0		HSPB1; TMBIM1; PNLIP
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	HSPC	HSPC		5	3	0.6	3	14	0.0	0.0	0		WFDC2; BPIFB1; RPL32
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	IMMUNE CELL	IMMUNE CELL		6	4	0.6666666666666666	6	34	0.0	0.0	0		TMSB10; PPDPF; S100A6; MIF
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	MONOCYTE	MONOCYTE	monocyte/macrophage	3	3	1.0	23	63	0.0	0.0	202	0.0	HABP4; FLNB; KCNN3
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	NK CELL	NK CELL	NK cell	4	4	1.0	15	46	0.0	0.0	61	0.25	RAB34; BTG1; S100B; CX3CR1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	OTHER UNCLASSIFIED CELL	OTHER UNCLASSIFIED CELL		3	0	0.0	0	0			0		
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	BASAL CELL	BASAL CELL	epithelial	3	2	0.6666666666666666	6	17	0.6666666666666666	1.0	122	1.0	KRT5; KRT14
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	BASAL-SCCIS-TUMOR	BASAL SCCIS TUMOR	epithelial	13	9	0.6923076923076923	0	0			122	0.6153846153846154	HSP90AA1; ITGA6; PCNA; S100A7; MAGEA4; MCM7; KRT19; HSPA6; HSPA1A
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	BASAL1	BASAL 1		4	3	0.75	2	6	0.25	0.3333333333333333	0		ITGA3; TP63; ITGB1
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	BASAL2	BASAL 2		3	0	0.0	1	4	0.0		0		
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	FOLLICULAR CELL	FOLLICULAR CELL		3	1	0.3333333333333333	0	0			0		KRT6B
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	FOLLICULAR2	FOLLICULAR 2		3	2	0.6666666666666666	0	0			0		DKK3; FRZB
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	LANGERHANS CELL	LANGERHANS CELL		3	3	1.0	0	0			0		CD207; CD1A; CD1C
biorxiv	bc260922-6c47-1014-a865-fe4e19bf3ea8	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	SPINOUS2	SPINOUS 2		4	4	1.0	0	0			0		SPRR2D; SPRR1B; CST6; SPRR2E
biorxiv	bc5fc02e-800c-1014-9d28-ba34bfc46990	biorxiv:bc5fc02e-800c-1014-9d28-ba34bfc46990	LHB.2	LHB 2		4	0	0.0	0	0			0		
biorxiv	bc5fc02e-800c-1014-9d28-ba34bfc46990	biorxiv:bc5fc02e-800c-1014-9d28-ba34bfc46990	LHB.7	LHB 7		4	0	0.0	0	0			0		
biorxiv	bc5fc02e-800c-1014-9d28-ba34bfc46990	biorxiv:bc5fc02e-800c-1014-9d28-ba34bfc46990	TSHZ1+ INTERCALATED NEURON	TSHZ 1 INTERCALATED NEURON		3	2	0.6666666666666666	0	0			0		TSHZ1; DRD1
biorxiv	bc60e3db-6f3b-1014-9d48-bca06f1504df	biorxiv:bc60e3db-6f3b-1014-9d48-bca06f1504df	DEDIFFERENTIATED ACINAR CELL	DEDIFFERENTIATED ACINAR CELL		7	7	1.0	0	0			0		MECOM; NR5A2; F3; RBPJL; GATA4; PTF1A; FOXA3
biorxiv	bc60e3db-6f3b-1014-9d48-bca06f1504df	biorxiv:bc60e3db-6f3b-1014-9d48-bca06f1504df	DUCT CELL	DUCT CELL		8	8	1.0	0	0			0		CFTR; ONECUT2; SOX9; DCDC2; HES1; NKX6-1; KRT19; HNF1B
biorxiv	bd0ff218-6c18-1014-ac36-a01faa0bb6b7	biorxiv:bd0ff218-6c18-1014-ac36-a01faa0bb6b7	CD4⁺DPT	CD 4 DPT	T cell	3	2	0.6666666666666666	0	0			254	0.0	TRBV27; TRAV35
biorxiv	bd0ff218-6c18-1014-ac36-a01faa0bb6b7	biorxiv:bd0ff218-6c18-1014-ac36-a01faa0bb6b7	CD8⁺DPT	CD 8 DPT	T cell	3	2	0.6666666666666666	0	0			254	0.0	TRBV4-2; TRAV3
biorxiv	bd0ff218-6c18-1014-ac36-a01faa0bb6b7	biorxiv:bd0ff218-6c18-1014-ac36-a01faa0bb6b7	DPT	DPT		15	15	1.0	0	0			0		CD4; CST7; GZMH; GZMB; NKG7; GNLY; XCL1; XCL2; CD8A; CX3CR1; CD8B; CTSW; GZMM; CCL5; CCL4
biorxiv	c07140e5-7138-1014-aa16-8cb2f542cef3	biorxiv:c07140e5-7138-1014-aa16-8cb2f542cef3	B NAÏVE	B NAIVE		4	2	0.5	0	0			0		ITGA2B; SELL
biorxiv	c07140e5-7138-1014-aa16-8cb2f542cef3	biorxiv:c07140e5-7138-1014-aa16-8cb2f542cef3	CD4+ NAÏVE	CD 4 NAIVE	T cell	22	20	0.9090909090909091	1	3	0.0	0.0	255	0.5909090909090909	PDK4; SIGLEC1; ITGA4; CD93; IL2RA; KLRD1; KLRG1; CD27; ITGAX; CD8A; CD268; RIC3; IRF2; CD28; ZFP90; NCR1; SIRPA; FCGR3A; ITGA1; PECAM1
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	ASTROCYTE MARKER	ASTROCYTE MARKER		3	3	1.0	0	0			0		GFAP; S100B; AQP4
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	CD8+ T CELL	CD 8 T CELL	T cell	3	3	1.0	14	75	1.0	1.0	254	1.0	GZMK; CD8A; CD8B
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	HEART MARKER	HEART MARKER		8	8	1.0	0	0			0		MYH7; MYL2; TNNT2; TNNI3; TPM1; ACTC1; MYL3; MYH6
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	MONOCYTE	MONOCYTE	monocyte/macrophage	3	3	1.0	23	66	1.0	1.0	202	1.0	LYZ; S100A9; CD14
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	NEURONAL MARKER	NEURONAL MARKER		4	4	1.0	0	0			0		SYT1; MAP2; NEUROD1; RBFOX3
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	OLIGODENDROCYTE MARKER	OLIGODENDROCYTE MARKER		4	4	1.0	0	0			0		MOG; CNP; OLIG1; MBP
biorxiv	c245f005-7ab6-1014-adbd-b49bd8bfffbc	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	T CELL	T CELL	T cell	3	3	1.0	37	68	1.0	1.0	254	1.0	CD3D; CD3E; TRAC
biorxiv	c3556304-707d-1014-b47e-8d7767eb41eb	biorxiv:c3556304-707d-1014-b47e-8d7767eb41eb	CD8+ T-CELL	CD 8 T CELL	T cell	3	3	1.0	14	75	1.0	1.0	255	1.0	GZMK; CD8A; CD8B
biorxiv	c37c4c27-6d25-1014-a7a4-b416d496387c	biorxiv:c37c4c27-6d25-1014-a7a4-b416d496387c	MESENCHYMAL	MESENCHYMAL	fibroblast/stromal	4	4	1.0	6	16	1.0	1.0	149	1.0	VIM; TWIST1; SNAI1; CDH2
biorxiv	c55f45c7-7001-1014-966f-865cda24634e	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	COL6A6+ FIBROBLAST	COL 6 A 6 FIBROBLAST	fibroblast/stromal	7	3	0.42857142857142855	0	0			146	0.8571428571428571	TGFBR3; STEAP4; NDUFA4L2
biorxiv	c55f45c7-7001-1014-966f-865cda24634e	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	F2RL2+ FIBROBLAST	F 2 RL 2 FIBROBLAST	fibroblast/stromal	17	14	0.8235294117647058	0	0			146	0.35294117647058826	CD74; MMP11; MYL9; THBS4; STAT1; TNFSF10; INHBA; CILP; CXCL9; CXCL14; ZYX; FSTL1; C1S; HLA-DRA
biorxiv	c55f45c7-7001-1014-966f-865cda24634e	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	FIBROBLAST	FIBROBLAST	fibroblast/stromal	3	0	0.0	28	89	0.0		146	0.3333333333333333	
biorxiv	c55f45c7-7001-1014-966f-865cda24634e	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	MAB21L1+ FIBROBLAST	MAB 21 L 1 FIBROBLAST	fibroblast/stromal	9	6	0.6666666666666666	0	0			146	0.7777777777777778	DCN; ACTA2; MDK; RND3; PDGFRA; NR2F1
biorxiv	c55f45c7-7001-1014-966f-865cda24634e	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	SUBCLUSTER 1	SUBCLUSTER 1		3	0	0.0	0	0			0		
biorxiv	c6b2e62c-6bf8-1014-b389-a9824584e0b5	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	ASTROCYTE	ASTROCYTE		6	6	1.0	7	27	0.5	0.5	0		PAX2; SPARC; CLU; GFAP; SPARCL1; TTYH1
biorxiv	c6b2e62c-6bf8-1014-b389-a9824584e0b5	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	CLUSTER 5	CLUSTER 5		3	3	1.0	8	37	0.3333333333333333	0.3333333333333333	0		CENPF; MKI67; HMGB2
biorxiv	c704e998-6f4b-1014-8cb1-c3d28b577fb8	biorxiv:c704e998-6f4b-1014-8cb1-c3d28b577fb8	EPITHELIAL CELL	EPITHELIAL CELL	epithelial	3	3	1.0	6	12	0.6666666666666666	0.6666666666666666	123	0.6666666666666666	SOX9; ASCL1; SOX2
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	CECS TRANSITIONING TOWARDS A SENESCENT PHENOTYPE	CECS TRANSITIONING TOWARDS A SENESCENT PHENOTYPE		3	1	0.3333333333333333	0	0			0		MT2A
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	FIBROTIC CEC	FIBROTIC CEC		3	0	0.0	0	0			0		
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	FIBROTIC CELL	FIBROTIC CELL		7	4	0.5714285714285714	0	0			0		COL6A3; VMO1; THBS2; MME
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	HIGHLY PROLIFERATIVE CEC	HIGHLY PROLIFERATIVE CEC		3	0	0.0	0	0			0		
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	LOWER QUALITY CECS ENTERING SENESCENCE AND EMT	LOWER QUALITY CECS ENTERING SENESCENCE AND EMT		3	1	0.3333333333333333	0	0			0		CDKN1A
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	PROLIFERATING CEC	PROLIFERATING CEC		3	0	0.0	0	0			0		
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	SENESCENT CELL	SENESCENT CELL		4	4	1.0	1	5	0.0	0.0	0		COL5A1; COL4A2; FBLN5; COL4A1
biorxiv	c78d9bda-6cc0-1014-aba5-dba9dd700073	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	THERAPY-GRADE CEC	THERAPY GRADE CEC		9	9	1.0	0	0			0		SLC4A11; PRDX6; CGNL1; NCAM1; ATP1A1; COL4A3; ALCAM; CDH2; COL4A6
biorxiv	c8264099-6fc3-1014-9d27-9ae05a0c1d33	biorxiv:c8264099-6fc3-1014-9d27-9ae05a0c1d33	MONOCYTE	MONOCYTE	monocyte/macrophage	3	3	1.0	23	66	1.0	1.0	202	1.0	S100A8; S100A9; CD14
biorxiv	c8264099-6fc3-1014-9d27-9ae05a0c1d33	biorxiv:c8264099-6fc3-1014-9d27-9ae05a0c1d33	T CELL	T CELL	T cell	3	3	1.0	37	68	1.0	1.0	255	1.0	CD4; CD2; CD28
biorxiv	c94927bb-7bec-1014-9cd8-fedd121e156b	biorxiv:c94927bb-7bec-1014-9cd8-fedd121e156b	FIBRO-ADIPOGENIC PROGENITOR	FIBRO ADIPOGENIC PROGENITOR		3	3	1.0	0	0			0		IL6; CXCL1; CXCL8
biorxiv	c94927bb-7bec-1014-9cd8-fedd121e156b	biorxiv:c94927bb-7bec-1014-9cd8-fedd121e156b	MX1-ASSOCIATED MICROGLIA	MX 1 ASSOCIATED MICROGLIA	monocyte/macrophage	5	5	1.0	0	0			202	0.6	OAS1; OAS2; STAT1; MX1; STAT2
biorxiv	ca1bf343-7250-1014-ba36-aacb127d711a	biorxiv:ca1bf343-7250-1014-ba36-aacb127d711a	CYTOTOXIC NK CELL	CYTOTOXIC NK CELL	NK cell	4	0	0.0	0	0			58	0.5	
biorxiv	ca1bf343-7250-1014-ba36-aacb127d711a	biorxiv:ca1bf343-7250-1014-ba36-aacb127d711a	PRE-CYTOTOXIC NK CELL	PRE CYTOTOXIC NK CELL	NK cell	4	0	0.0	0	0			58	0.5	
biorxiv	ca1bf343-7250-1014-ba36-aacb127d711a	biorxiv:ca1bf343-7250-1014-ba36-aacb127d711a	REGULATORY NK CELL	REGULATORY NK CELL	NK cell	4	0	0.0	0	0			58	0.5	
biorxiv	ca1bf343-7250-1014-ba36-aacb127d711a	biorxiv:ca1bf343-7250-1014-ba36-aacb127d711a	TOLERANT NK CELL	TOLERANT NK CELL	NK cell	4	0	0.0	0	0			58	0.5	
biorxiv	caef9c14-6e13-1014-bca1-ba3172fec7b3	biorxiv:caef9c14-6e13-1014-bca1-ba3172fec7b3	ANTIGEN PRESENTATION	ANTIGEN PRESENTATION		4	4	1.0	0	0			0		STAT1; NLRC5; B2M; TAP1
biorxiv	caef9c14-6e13-1014-bca1-ba3172fec7b3	biorxiv:caef9c14-6e13-1014-bca1-ba3172fec7b3	CAFS	CAFS		3	0	0.0	1	5	0.0		0		
biorxiv	caef9c14-6e13-1014-bca1-ba3172fec7b3	biorxiv:caef9c14-6e13-1014-bca1-ba3172fec7b3	INTERFERON ALPHA/BETA RESPONSE	INTERFERON ALPHA BETA RESPONSE		3	3	1.0	0	0			0		IFI6; IFI27; IRF7
biorxiv	caef9c14-6e13-1014-bca1-ba3172fec7b3	biorxiv:caef9c14-6e13-1014-bca1-ba3172fec7b3	MES	MES		7	4	0.5714285714285714	1	3	0.0	0.0	0		CDH19; COL5A1; S100A1; TCF4
biorxiv	cc41b42e-6c00-1014-9887-9bb7d49b64ad	biorxiv:cc41b42e-6c00-1014-9887-9bb7d49b64ad	ST	ST		9	9	1.0	0	0			0		CGB; SDC1; TBX3; CGA; CYP19A1; HSD3B1; ERVW-1; ERVV-2; ERVV-1
biorxiv	cc41b42e-6c00-1014-9887-9bb7d49b64ad	biorxiv:cc41b42e-6c00-1014-9887-9bb7d49b64ad	TE	TE		10	10	1.0	3	14	0.6	0.6	0		TGFBR3; TFRC; GATA3; KRT18; PTGES; DAB2; KRT8; KRT19; GATA2; PDGFA
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	"""UNDEFINED RARE"" CELL"	UNDEFINED RARE CELL		8	7	0.875	0	0			0		CRYM; MDK; STMN1; NREP; HES6; AZGP1; HEPACAM2
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	AT1	AT 1		3	3	1.0	2	9	0.0	0.0	0		SPOCK2; HOPX; AGER
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	AT2	AT 2		3	3	1.0	9	43	0.3333333333333333	0.3333333333333333	0		SFTPD; SFTPC; SFTPB
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	B CELL	B CELL	B cell	3	3	1.0	29	49	0.6666666666666666	0.6666666666666666	92	0.6666666666666666	MS4A1; PAX5; LTB
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	BASAL CELL	BASAL CELL	epithelial	3	1	0.3333333333333333	6	17	0.6666666666666666	0.0	122	0.6666666666666666	DLK2
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	BRUSH/TUFT CELL	BRUSH TUFT CELL		5	4	0.8	0	0			0		RGS13; HOXC5; HMX2; ANXA4
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	CYCLING CELL	CYCLING CELL		3	3	1.0	1	4	0.6666666666666666	0.6666666666666666	0		CDC20; TOP2A; MKI67
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	DEUTEROSOMAL CELL	DEUTEROSOMAL CELL		3	3	1.0	0	0			0		FOXN4; CDC20B; DEUP1
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	IONOCYTE	IONOCYTE		4	4	1.0	1	3	0.75	0.75	0		CFTR; FOXI1; DMRT2; ASCL3
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	MULTICILIATED CELL	MULTICILIATED CELL		3	3	1.0	0	0			0		FOXJ1; TPPP3; SNTN
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	PERICYTE	PERICYTE	fibroblast/stromal	5	3	0.6	13	25	0.6	0.6666666666666666	148	1.0	MCAM; RERGL; PDGFRB
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	SECRETORY N	SECRETORY N	epithelial	3	3	1.0	0	0			122	0.0	PI3; SIX3; MUC4
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	SEROUS CELL	SEROUS CELL		3	3	1.0	0	0			0		LTF; LYZ; PIP
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	fibroblast/stromal	4	2	0.5	8	16	0.5	0.5	148	0.75	DES; HOXA4
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	SUPRABASAL CELL	SUPRABASAL CELL		5	3	0.6	0	0			0		NOTCH3; KRT19; KRT13
biorxiv	cfb3ce40-7a31-1014-ae9e-8efc9660d536	biorxiv:cfb3ce40-7a31-1014-ae9e-8efc9660d536	TRABECULAR MYOCARDIUM	TRABECULAR MYOCARDIUM		5	5	1.0	0	0			0		ETV1; CGNL1; BMP10; IRX3; GJA5
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	HGC	HGC		3	0	0.0	0	0			0		
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	IRF2+ INFLAM	IRF 2 INFLAM		3	3	1.0	0	0			0		EGR2; NFATC1; IRF2
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	NEPC	NEPC		8	3	0.375	0	0			0		SYP; CEACAM5; INSM1
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	NEPC–A	NEPCA		3	1	0.3333333333333333	0	0			0		ONECUT2
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	NEPC–N	NEPCN		5	4	0.8	0	0			0		NEUROD1; ONECUT1; NEUROD2; SOX11
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	PRAD	PRAD		5	3	0.6	0	0			0		NKX3.1; AR; KRT8
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	SOX2/4+ EMBRYO/EMT	SOX 2 4 EMBRYO EMT		5	3	0.6	0	0			0		SOX4; TCF3; TWIST2
biorxiv	d00e7bca-700f-1014-91f0-ae4c53ddfbf4	biorxiv:d00e7bca-700f-1014-91f0-ae4c53ddfbf4	TCF7L2+	TCF 7 L 2		5	5	1.0	0	0			0		KLF8; FOXP2; TCF7L2; BACH1; FOXK1
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	BILE DUCT CELL	BILE DUCT CELL		3	2	0.6666666666666666	0	0			0		EPCAM; KRT7
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	CD3E+ MACROPHAGE	CD 3 E MACROPHAGE	monocyte/macrophage	7	5	0.7142857142857143	0	0			198	0.5714285714285714	IL32; S100A12; CD7; CD3E; CCL5
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	CD8+ PROLIFERATING T CELL	CD 8 PROLIFERATING T CELL	T cell	4	3	0.75	0	0			254	0.75	SIRPG; LAG3; HAVCR2
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	CDC1	CDC 1	dendritic cell	3	3	1.0	10	21	1.0	1.0	39	1.0	BATF3; XCR1; CLEC9A
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	CDC2	CDC 2	dendritic cell	3	3	1.0	8	29	0.6666666666666666	0.6666666666666666	39	0.6666666666666666	CD1A; CD1C; CD1E
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	DEFB1+ CHOLANGIOCYTE	DEFB 1 CHOLANGIOCYTE		8	2	0.25	0	0			0		TGFBR1; DEFB1
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	3	3	1.0	27	115	1.0	1.0	74	1.0	PTPRB; CDH5; CLDN5
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	FOLR2+ MACROPHAGE	FOLR 2 MACROPHAGE	monocyte/macrophage	5	5	1.0	0	0			198	1.0	PPARG; LYVE1; C1QC; C1QA; SELENOP
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	HEPATOCYTE	HEPATOCYTE		3	3	1.0	4	17	0.3333333333333333	0.3333333333333333	0		APOC3; APOA1; FABP1
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	IFI30+ MACROPHAGE	IFI 30 MACROPHAGE	monocyte/macrophage	4	4	1.0	0	0			198	0.25	TGFB1; ZMIZ1; FN1; SPP1
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	KRTS+ MACROPHAGE	KRTS MACROPHAGE	monocyte/macrophage	3	2	0.6666666666666666	0	0			198	0.0	KRT18; KRT8
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	MONOCYTE	MONOCYTE	monocyte/macrophage	3	1	0.3333333333333333	23	66	1.0	1.0	198	1.0	FCN1
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	PLASMA CELL	PLASMA CELL	B cell	3	3	1.0	15	29	1.0	1.0	92	1.0	JCHAIN; MZB1; IGKC
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	PSCA+ CHOLANGIOCYTE	PSCA CHOLANGIOCYTE		7	1	0.14285714285714285	0	0			0		PSCA
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	PTTG1+ CHOLANGIOCYTE	PTTG 1 CHOLANGIOCYTE		7	1	0.14285714285714285	0	0			0		PTTG1
